S.N,BUSINESS_DATE,SECURITY_ID,SYMBOL,SECURITY_NAME,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TOTAL_TRADED_QUANTITY,TOTAL_TRADED_VALUE,PREVIOUS_DAY_CLOSE_PRICE,FIFTY_TWO_WEEKS_HIGH,FIFTY_TWO_WEEKS_LOW,LAST_UPDATED_TIME,LAST_UPDATED_PRICE,TOTAL_TRADES,AVERAGE_TRADED_PRICE,MARKET_CAPITALIZATION,Change,Up,Down,avg Up,avg Down,RS,RSI
2,2022-02-03,250,JFL,Janaki Finance Ltd.,705.0,710.0,690.9,692.0,47288,32998245.8,692.1,836.0,244.0,2022-02-03T14:59:56.903676,692.0,347,697.81,4154.85,-168.39999999999998,0.0,-168.39999999999998,0.0,-90.67692307692306,0.0,0.0
3,2022-02-03,338,PROFL,ProgressiveFinance Limited,411.0,414.0,395.0,399.0,35097,14220282.6,406.0,574.0,152.0,2022-02-03T14:59:32.575852,399.0,274,405.17,3415.87,-293.0,0.0,-293.0,0.0,-168.73858267716534,0.0,0.0
4,2022-02-03,490,FMDBL,First Micro Finance Development Bank Ltd.,900.0,907.8,880.0,882.0,18702,16734227.5,899.0,1365.0,667.0,2022-02-03T14:59:58.793621,882.0,172,894.78,8506.82,483.0,483.0,0.0,149.92669683257918,-116.36090497737555,1.2884627947997649,56.30254499778758
5,2022-02-03,575,RMDC,RMDC Laghubitta Bittiya Sanstha Ltd.,1305.0,1330.0,1255.0,1260.0,23384,30148577.4,1305.6,1800.0,1001.0,2022-02-03T14:59:56.831931,1260.0,302,1289.28,15637.44,378.0,378.0,0.0,210.56272838002434,-85.4249584763592,2.464885346573463,71.13901615853084
6,2022-02-03,687,VLBS,Vijaya laghubitta Bittiya Sanstha Ltd.,1400.0,1445.0,1361.1,1395.0,1535,2136157.0,1423.0,2036.0,1240.0,2022-02-03T14:59:40.143108,1395.0,45,1391.63,4463.96,135.0,135.0,0.0,192.673883340611,-65.20131280548786,2.9550614098125036,74.71594252572157
7,2022-02-03,704,NMBMF,NMB  Microfinance Bittiya Sanstha Ltd.,1126.0,1127.0,1100.0,1100.0,3751,4166997.0,1105.0,1661.0,1000.0,2022-02-03T14:59:50.490248,1100.0,54,1110.9,7214.49,-295.0,0.0,-295.0,150.974843958963,-114.93500966691009,1.3135670706123306,56.77670154013168
8,2022-02-03,2787,KPCL,Kalika power Company Ltd,549.0,575.0,545.0,547.9,38315,21474442.1,539.0,878.9,221.0,2022-02-03T14:59:55.619525,547.9,267,560.47,3780.51,-552.1,0.0,-552.1,120.53943505618473,-203.06422967380914,0.593602503256297,37.24909455421637
9,2022-02-03,2809,SHIVM,SHIVAM CEMENTS LTD,1524.0,1524.0,1470.0,1470.0,57741,85999213.7,1496.0,1910.0,1027.0,2022-02-03T14:59:57.015460,1470.0,488,1489.39,64680.0,922.1,922.1,0.0,273.1636499426887,-164.39900588292784,1.6615894267463793,62.42846511370331
10,2022-02-03,2841,RHPL,RASUWAGADHI HYDROPOWER COMPANY LIMITED,425.0,435.0,420.5,420.5,129967,55565500.5,422.0,613.0,301.0,2022-02-03T14:59:55.933865,420.5,825,427.53,25893.93,-1049.5,0.0,-1049.5,223.5119018068239,-325.2798977729166,0.6871371496890389,40.72799593178818
11,2022-02-03,2900,RLI,Reliance Life Insurance Limited,584.0,584.4,572.0,574.0,24984,14372260.4,573.0,815.0,423.4,2022-02-03T14:59:59.816296,574.0,506,575.25,12054.0,153.5,153.5,0.0,211.262743705189,-268.3695040787441,0.7872084588389036,44.04681809475821
12,2022-02-03,2925,MLBSL,Mahila Lagubitta Bittiya Sanstha Limited ,3980.0,4010.0,3940.0,3945.0,1513,5989931.0,3973.0,5749.0,438.0,2022-02-03T14:59:35.747399,3945.0,80,3958.97,5818.88,3371.0,3371.0,0.0,746.8905350289464,-222.87642884219417,3.351141881216053,77.01752718482899
13,2022-02-03,4955,MKLB,Manakamana Smart Laghubitta Bittiya Sanstha Limited,1461.2,1487.9,1452.0,1487.9,4049,5939076.2,1491.0,2310.0,296.7,2022-02-03T14:56:05.934471,1487.9,109,1466.8,2109.03,-2457.1,0.0,-2457.1,623.5679293973951,-591.7795805576349,1.0537165354874294,51.30778845471681
14,2022-02-03,8023,MMF1,Mega Mutual Fund -1,9.03,9.36,9.03,9.3,22120,203309.0,9.2,10.28,8.58,2022-02-03T14:52:11.543898,9.3,83,9.19,1162.5,-1478.6000000000001,0.0,-1478.6000000000001,522.8494459019151,-735.0185182390145,0.711341868167591,41.56632180858499
15,2022-02-03,8032,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,678.0,744.0,640.0,744.0,46157,30917649.2,678.0,744.0,246.7,2022-02-03T14:59:54.916414,744.0,2898,669.83,2976.0,734.7,734.7,0.0,556.4405812469239,-618.4735951805491,0.8996998183640871,47.36010445791679
16,2022-02-03,144,NCCB,Nepal Credit And Commercial Bank Limited,278.0,281.5,271.8,273.0,98739,27226574.6,276.0,407.0,252.8,2022-02-03T14:59:57.005119,273.0,383,275.74,30411.32,-471.0,0.0,-471.0,469.5751510102365,-595.4516271112849,0.7886033552184363,44.0904548746151
17,2022-02-03,148,TRH,Taragaon Regency Hotel Limited,380.4,382.0,371.0,374.0,11828,4440138.6,375.0,468.0,275.0,2022-02-03T14:59:57.890393,374.0,56,375.39,7056.09,101.0,101.0,0.0,412.7897383008328,-503.7119471536929,0.819495627676431,45.039714040036465
18,2022-02-03,149,OHL,Oriental Hotels Limited,501.0,530.0,501.0,507.5,8885,4540049.5,510.0,761.0,398.0,2022-02-03T14:59:58.586724,507.5,44,510.97,5725.06,133.5,133.5,0.0,370.23731964240545,-426.9666940379193,0.867133958719329,46.44197887730016
19,2022-02-03,185,SIC,Sagarmatha Insurance Co. Ltd.,1380.0,1396.0,1373.0,1380.0,3963,5481294.1,1370.0,1890.0,1008.0,2022-02-03T14:59:54.568351,1380.0,69,1383.11,15336.73,872.5,872.5,0.0,446.04145250419487,-362.52662857383586,1.2303687987249452,55.16436561649899
20,2022-02-03,227,BFC,Best Finance Company Ltd.,531.0,532.0,516.0,516.1,37500,19689575.4,520.6,630.0,151.0,2022-02-03T14:59:55.279707,516.1,295,525.05,4278.02,-863.9,0.0,-863.9,379.26131482051125,-437.5909137132467,0.8667029020374979,46.42961132655312
21,2022-02-03,236,PFL,Pokhara Finance Ltd.,620.0,620.0,596.0,596.0,76668,46398407.0,614.9,920.0,245.0,2022-02-03T14:59:59.817496,596.0,519,605.18,6203.88,79.89999999999998,79.89999999999998,0.0,334.74711247880344,-372.52235103806163,0.8985960481190065,47.32950166041225
22,2022-02-03,348,CZBIL,Citizen Bank International Limited,298.0,305.0,298.0,299.0,83422,25099298.0,299.0,444.0,252.9,2022-02-03T14:59:46.308079,299.0,472,300.87,42460.91,-297.0,0.0,-297.0,285.26014841770296,-361.3575889465977,0.7894123636624646,44.11573205221079
23,2022-02-03,417,GBBL,Garima Bikas Bank Limited,623.9,625.0,612.0,615.0,158501,97617980.6,615.0,750.0,293.0,2022-02-03T14:59:59.847270,615.0,700,615.88,22606.86,316.0,316.0,0.0,289.78203567250995,-308.20124004521193,0.9402364365243957,48.45988967244991
24,2022-02-03,447,GLICL,Gurans Life Insurance Company Ltd.,709.9,728.0,693.0,695.0,53308,37438367.2,700.0,901.0,460.0,2022-02-03T14:59:45.519307,695.0,256,702.3,14485.54,80.0,80.0,0.0,259.0531556029187,-263.0559114078577,0.984783631040578,49.616674363858884
25,2022-02-03,450,CORBL,Corporate Development Bank Limited,610.1,620.0,601.2,601.2,6433,3923656.1,610.0,1155.0,460.0,2022-02-03T14:58:56.974031,601.2,85,609.92,3006.0,-93.79999999999995,0.0,-93.79999999999995,221.24401857913,-238.3527962050648,0.9282207807152578,48.138718864493406
26,2022-02-03,1741,MERO,Mero Microfinance Bittiya Sanstha Ltd.,1224.0,1232.0,1199.0,1199.0,13769,16672796.6,1200.0,1989.0,878.1,2022-02-03T14:59:58.940310,1199.0,176,1210.89,14388.0,597.8,597.8,0.0,276.0333171954282,-203.67220906359287,1.3552821882991504,57.5422424978239
27,2022-02-03,2746,NMFBS,National Microfinance Bittiya Sanstha Ltd.,2710.0,2749.0,2675.0,2680.0,4689,12705572.5,2705.0,4080.0,2360.0,2022-02-03T14:58:26.517924,2680.0,112,2709.65,15722.89,1481.0,1481.0,0.0,450.89493857781747,-174.11582944278888,2.5896263425375285,72.14194725089146
28,2022-02-03,2768,MSLB,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1640.0,1655.0,1630.0,1635.0,1325,2179459.0,1651.0,3131.0,1485.0,2022-02-03T14:57:23.613377,1635.0,35,1644.87,4613.47,-1045.0,0.0,-1045.0,385.6098020427099,-300.211261253184,1.2844614836666797,56.22600743546142
30,2022-02-03,2917,CGH,Chandragiri Hills Limited,1470.0,1470.0,1425.0,1426.0,11539,16692792.1,1455.0,2800.0,159.0,2022-02-03T14:59:59.652111,1426.0,203,1446.64,21876.14,-209.0,0.0,-209.0,329.88502412898265,-287.030249646011,1.1493040351524748,53.4733111907521
32,2022-02-03,4947,PSF,Prabhu Select Fund,9.08,9.52,9.08,9.22,17735,164335.55,9.25,11.22,8.75,2022-02-03T14:54:21.988061,9.22,47,9.26,1152.5,-1416.78,0.0,-1416.78,282.2917805367725,-450.02175012047013,0.6272847489286982,38.547940017361
33,2022-02-03,142,KBL,Kumari Bank Limited,264.0,270.2,262.0,263.0,110414,29305691.4,263.0,413.0,223.0,2022-02-03T14:59:56.931889,263.0,585,265.41,38690.41,253.78,253.78,0.0,278.1841353849072,-385.18785952103343,0.7222037987667075,41.93486271972498
34,2022-02-03,152,NHPC,National Hydro Power Company Limited,425.4,441.6,417.0,418.0,578092,248178259.1,417.1,530.9,132.0,2022-02-03T14:59:56.953484,418.0,2783,429.3,5790.08,155.0,155.0,0.0,260.45866955944376,-329.7616131217749,0.789839263259733,44.129061166154294
35,2022-02-03,183,NIL,Neco Insurance Co. Ltd.,1326.0,1326.0,1294.0,1299.0,39543,51611993.5,1300.0,1900.0,950.0,2022-02-03T14:59:43.815236,1299.0,290,1305.21,19766.02,881.0,881.0,0.0,349.6583902475025,-282.3600262472585,1.2383423917849896,55.32408251435834
36,2022-02-03,190,LGIL,Lumbini General Insurance Co. Ltd.,807.0,807.0,778.0,778.0,29500,23208822.0,800.0,975.0,566.5,2022-02-03T14:59:55.453309,778.0,166,786.73,9327.36,-521.0,0.0,-521.0,299.44132707233916,-316.63290220936,0.9457050261768006,48.604748070937404
37,2022-02-03,428,KRBL,Karnali Development Bank Limited,465.0,466.0,441.1,445.0,33082,14936006.4,457.0,607.0,157.0,2022-02-03T14:59:53.208475,445.0,220,451.48,2358.54,-333.0,0.0,-333.0,256.46898711048516,-318.981717910001,0.8040240951453103,44.56836786764469
38,2022-02-03,471,MPFL,Multipurpose Finance Company  Limited,457.9,460.0,442.0,442.0,17343,7828805.1,449.0,696.0,167.0,2022-02-03T14:59:30.512438,442.0,103,451.41,1997.84,-3.0,0.0,-3.0,219.6874915730029,-273.6652050708643,0.802760042206008,44.529500510987795
39,2022-02-03,593,KMCDB,Kalika Laghubitta Bittiya Sanstha Ltd,1370.0,1374.0,1331.0,1334.0,10385,14074673.8,1365.0,1715.0,1015.0,2022-02-03T14:59:30.928612,1334.0,115,1355.28,4173.76,892.0,892.0,0.0,316.05342200463053,-234.43939596741873,1.34812419516963,57.412814788199086
40,2022-02-03,601,MLBBL,Mithila LaghuBitta Bittiya Sanstha Limited,1844.9,1844.9,1775.0,1808.0,375,671009.0,1810.0,2540.0,1475.0,2022-02-03T14:53:43.315004,1808.0,11,1789.35,3081.51,474.0,474.0,0.0,338.6818850178439,-200.85207000050636,1.6862255142154625,62.77304363658167
41,2022-02-03,702,EICPO,Everest Insurance Co. Ltd. Promoter Share,467.0,470.0,451.4,451.4,1831,855390.6,468.0,530.1,325.9,2022-02-03T13:59:08.542096,451.4,7,467.17,457.04,-1356.6,0.0,-1356.6,290.1799537186102,-366.36433735166275,0.7920529487565124,44.19807736741875
42,2022-02-03,2751,KKHC,Khanikhola Hydropower Co. Ltd.,340.0,345.4,332.0,335.0,35071,11853707.9,334.0,556.2,111.0,2022-02-03T14:59:59.338952,335.0,301,337.99,1560.14,-116.39999999999998,0.0,-116.39999999999998,248.6384557233955,-330.5800149479222,0.7521279099783593,42.92654124707419
43,2022-02-03,2752,NMBHF1,NMB Hybrid Fund L-1,12.0,12.2,11.9,11.9,45444,544981.92,12.24,16.25,10.13,2022-02-03T14:54:57.294035,11.9,26,11.99,11900.0,-323.1,0.0,-323.1,213.05463886580375,-329.50951488700235,0.6465811433058797,39.26810081206952
44,2022-02-03,2790,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,1451.0,1468.0,1425.0,1433.0,3807,5489258.1,1445.0,1938.0,1077.0,2022-02-03T14:59:26.861668,1433.0,91,1441.88,4398.21,1421.1,1421.1,0.0,385.8991662147449,-282.36400347661083,1.3666726688365227,57.74658603331026
45,2022-02-03,2811,MHNL,Mountain Hydro Nepal Limited,525.0,536.0,511.0,516.0,79292,41703165.0,515.0,720.0,208.0,2022-02-03T14:59:57.975622,516.0,322,525.94,6450.0,-917.0,0.0,-917.0,330.6977280873533,-373.14631855424005,0.8862414330352921,46.984517332395505
46,2022-02-03,2862,CMF2,CITIZENS MUTUAL FUND 2,10.3,10.49,10.3,10.36,9700,100821.8,10.42,16.87,9.04,2022-02-03T14:47:41.887517,10.36,15,10.39,580.16,-505.64,0.0,-505.64,283.40159524441856,-392.09546221709843,0.7227872356439121,41.95452698334869
47,2022-02-03,2880,HDHPC,Himal Dolakha Hydropower Company Limited,368.2,373.9,357.0,360.0,322163,118518737.9,361.0,478.9,123.0,2022-02-03T14:59:53.478437,360.0,1209,367.88,5760.0,349.64,349.64,0.0,292.8734253540265,-336.0273606592087,0.8715761263591034,46.56909831686281
48,2022-02-03,2902,LUK,Laxmi Unnati Kosh,10.2,10.45,10.12,10.4,20150,209227.5,10.37,16.0,9.31,2022-02-03T14:55:53.129345,10.4,34,10.38,678.73,-349.6,0.0,-349.6,250.99949945368238,-337.9679248921752,0.742672546614478,42.616873035458184
49,2022-02-03,2907,SSHL,Shiva Shree Hydropower Ltd,398.8,414.1,383.0,386.9,128938,51284152.7,391.0,533.0,156.0,2022-02-03T14:59:55.451277,386.9,671,397.74,5712.19,376.5,376.5,0.0,268.94094676318014,-289.65231108699044,0.9284957739640126,48.14611400757673
50,2022-02-03,2934,SHEL,Singati Hydro Energy Limited,521.4,537.0,516.1,524.0,101166,53322018.6,511.2,650.0,306.0,2022-02-03T14:59:59.962907,524.0,1118,527.07,7598.0,137.10000000000002,137.10000000000002,0.0,250.09499731517735,-248.2480816251986,1.0074397984382704,50.185305642641396
51,2022-02-03,280,SIL,Siddhartha Insurance Ltd.,1009.8,1050.0,1009.8,1018.0,74774,76542627.7,990.0,1376.0,732.0,2022-02-03T14:59:40.652002,1018.0,475,1023.65,11401.6,494.0,494.0,0.0,284.95684835112866,-212.76546525278383,1.339300285469614,57.25217466900577
52,2022-02-03,371,MDB,Miteri Development Bank Limited,570.0,576.9,559.0,559.0,25063,14244673.3,562.1,873.2,320.0,2022-02-03T14:59:53.679401,559.0,161,568.35,5050.16,-459.0,0.0,-459.0,244.23042354592573,-247.957643724205,0.9849683190955592,49.62136219606543
53,2022-02-03,517,NBL,Nepal Bank Limited,380.0,382.5,370.0,370.5,114244,42650667.1,375.0,575.0,317.0,2022-02-03T14:59:58.795632,370.5,687,373.32,53373.88,-188.5,0.0,-188.5,209.32691735894946,-239.46042128377235,0.8741608163751069,46.64278586646892
54,2022-02-03,618,LLBS,Laxmi Laghubitta Bittiya Sanstha Ltd.,1620.0,1629.2,1575.0,1588.0,691,1107786.0,1600.0,2574.0,1205.0,2022-02-03T14:48:28.394147,1588.0,23,1603.16,6098.78,1217.5,1217.5,0.0,353.39921501361584,-205.24049051421548,1.7218786318830128,63.26066899947726
55,2022-02-03,657,MEGAPO,Mega  Bank Nepal Ltd. Promoter Share,120.0,120.0,120.0,120.0,26896,3227520.0,120.0,132.0,118.0,2022-02-03T12:45:51.888147,120.0,1,120.0,3131.52,-1468.0,0.0,-1468.0,302.89932028912415,-385.6857761352545,0.7853525824164739,43.98865468654373
56,2022-02-03,1740,GIMES1,Global IME Samunnat Scheme-1,12.39,12.39,11.91,12.1,207214,2509399.26,12.15,25.09,9.9,2022-02-03T14:58:53.632470,12.1,57,12.11,1210.0,-107.9,0.0,-107.9,259.6174890685604,-345.99246461945745,0.7503559054504345,42.868761896589184
57,2022-02-03,2758,FOWAD,Forward Microfinance Bittiya Sanstha Ltd.,2520.0,2560.0,2485.0,2490.0,25690,64774213.3,2560.0,3530.0,2000.0,2022-02-03T14:59:56.620075,2490.0,628,2521.37,21026.83,2477.9,2477.9,0.0,576.5808982609188,-296.55468985442025,1.9442649804120935,66.03566572122747
58,2022-02-03,2829,SMFBS,Swabhimaan Laghubitta Bittiya Sanstha Limited,1994.0,1994.0,1925.0,1950.0,958,1871954.2,1994.0,3110.0,1670.0,2022-02-03T14:55:22.924992,1950.0,36,1954.02,2374.75,-540.0,0.0,-540.0,494.19751535372563,-331.3387908594588,1.4915172294551688,59.86381357600828
59,2022-02-03,2835,NBF2,NABIL BALANCED FUND-2,11.49,11.5,11.2,11.5,36660,414636.3,11.37,17.0,10.0,2022-02-03T14:45:15.480262,11.5,30,11.31,1288.0,-1938.5,0.0,-1938.5,423.5870832738507,-560.96832940176,0.7550998177126712,43.02318364415039
60,2022-02-03,2860,SAPDBL,Saptakoshi Development Bank Ltd,377.0,382.9,362.6,363.0,42159,15761827.1,370.0,540.0,155.0,2022-02-03T14:59:28.534787,363.0,188,373.86,3028.65,351.5,351.5,0.0,413.2875798604112,-480.8195016075207,0.8595482888665488,46.223499223592064
63,2022-02-03,4951,JBLB,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,4900.0,4950.0,4740.0,4765.0,17003,81885968.2,4866.0,5516.9,890.0,2022-02-03T14:59:57.766131,4765.0,871,4815.97,28990.26,4402.0,4402.0,0.0,983.167601999536,-412.1232910616053,2.3856152353509414,70.46327091281702
64,2022-02-03,155,STC,Salt Trading Corporation,6696.0,6749.0,6575.0,6576.0,3504,23208593.9,6623.1,13780.0,4740.0,2022-02-03T14:59:50.163622,6576.0,131,6623.45,15156.56,1811.0,1811.0,0.0,1101.4407514792363,-353.2428706703175,3.1180834573932956,75.71685930248267
65,2022-02-03,359,SRBL,Sunrise Bank Limited,290.0,295.0,287.2,287.2,42612,12396188.8,289.9,418.2,250.0,2022-02-03T14:59:39.050726,287.2,231,290.9,29061.46,-6288.8,0.0,-6288.8,944.0790965796672,-1201.2495304637312,0.7859142273422693,44.00626946747815
66,2022-02-03,592,NSLB,Naya Sarathi Laghubitta Bittiya Sanstha Limited,1500.0,1500.0,1455.0,1459.1,2398,3510424.8,1485.0,1987.9,1026.1,2022-02-03T14:59:33.277845,1459.1,29,1463.89,3720.03,1171.8999999999999,1171.8999999999999,0.0,976.6272404414908,-1029.6303245678414,0.9485222192260148,48.67905584380677
67,2022-02-03,694,KLBSL,Kisan Lagubitta Bittiya Sanstha Limited,1719.0,1720.0,1680.0,1700.0,1883,3190756.1,1700.0,2042.0,1072.0,2022-02-03T14:59:58.136371,1700.0,45,1694.5,6677.75,240.9000000000001,240.9000000000001,0.0,871.5169810333325,-882.5313664745006,0.9875195535710329,49.686029593858756
68,2022-02-03,2771,SMB,Support Microfinance Bittiya Sanstha Ltd.,2033.0,2114.0,1990.1,1990.1,233,471991.0,1994.6,2900.0,1619.0,2022-02-03T14:23:25.730026,1990.1,16,2025.71,1707.51,290.0999999999999,290.0999999999999,0.0,788.4530989346036,-756.4489097100235,1.0423084610391582,51.03579997454525
69,2022-02-03,2776,RADHI,Radhi Bidyut Company Ltd,740.6,748.1,717.0,717.0,101001,74647789.0,726.1,1340.0,314.0,2022-02-03T14:59:56.288646,717.0,637,739.07,4634.72,-1273.1,0.0,-1273.1,675.811928272975,-830.2594936401358,0.8139767547974538,44.87250195707945
70,2022-02-03,2779,NICGF,NIC Asia Growth Fund,12.22,12.46,12.22,12.4,19746,245060.4,12.35,18.12,10.43,2022-02-03T14:51:21.229856,12.4,14,12.41,1035.65,-704.6,0.0,-704.6,579.2636836285046,-812.307452508113,0.7131089119519302,41.62659519057711
71,2022-02-03,2806,GHL,Ghalemdi Hydro Limited,363.1,370.0,350.1,350.1,95438,34372592.9,356.0,555.9,120.0,2022-02-03T14:59:53.687660,350.1,492,360.15,1925.55,337.70000000000005,337.70000000000005,0.0,544.7534574378302,-696.2597358093698,0.7823997704026062,43.89586350910934
72,2022-02-03,2832,ILBS,Infinity Laghubitta Bittiya Sanstha Limited,1395.0,1451.0,1395.0,1416.0,2503,3551441.6,1423.0,2140.0,1304.0,2022-02-03T14:59:18.085128,1416.0,61,1418.87,5869.58,1065.9,1065.9,0.0,619.2050503732605,-596.7912711948787,1.0375571498113663,50.9216219975681
73,2022-02-03,2908,SGI,Sanima General Insurance Limited,675.0,676.0,658.1,663.0,10430,6932271.4,671.0,900.0,474.0,2022-02-03T14:59:52.881926,663.0,298,664.64,6630.0,-753.0,0.0,-753.0,530.7450607432404,-619.1073400349018,0.8572747024987944,46.15766861764764
74,2022-02-03,2937,SBCF,Sunrise Bluechip Fund,9.08,9.39,9.08,9.18,22890,210891.7,9.24,11.29,8.18,2022-02-03T14:59:15.718763,9.18,34,9.21,1147.5,-653.82,0.0,-653.82,454.92277635325905,-624.0663935814775,0.7289653489310425,42.16194091927497
75,2022-02-03,8026,NYADI,Nyadi Hydropower Limited,509.0,530.2,503.0,530.0,56373,29323342.0,509.0,545.0,282.3,2022-02-03T14:59:55.864549,530.0,1690,520.16,7950.0,520.82,520.82,0.0,464.3368316164387,-534.9124779542625,0.868061319848556,46.4685666699062
76,2022-02-03,154,CHCL,Chilime Hydropower Company Limited,539.5,546.9,527.0,527.0,37925,20384015.3,534.0,785.0,462.0,2022-02-03T14:59:56.639694,527.0,295,537.48,35581.96,-3.0,0.0,-3.0,398.0019949002791,-458.9238314160311,0.8672506582894709,46.44532615047685
